ZIP,total_evs,total_charging_stations,median_income,evs_per_station
99356,1.0,0.0,43.77,1.0
99121,1.0,0.0,,1.0
98583,1.0,0.0,,1.0
98821,1.0,0.0,,1.0
98811,1.0,0.0,,1.0
99371,1.0,1.0,47.20769231,0.5
99105,1.0,0.0,,1.0
98558,1.0,0.0,,1.0
99150,1.0,0.0,43.35333333,1.0
98560,1.0,0.0,42.675,1.0
99017,1.0,0.0,,1.0
99152,1.0,0.0,,1.0
98493,1.0,0.0,,1.0
98417,1.0,0.0,,1.0
99146,1.0,0.0,,1.0
98278,1.0,1.0,,0.5
99251,1.0,3.0,,0.25
98496,1.0,0.0,,1.0
98853,1.0,0.0,,1.0
99039,1.0,0.0,,1.0
99157,1.0,0.0,42.77666667,1.0
99102,1.0,0.0,,1.0
99103,1.0,0.0,58.85,1.0
98668,1.0,0.0,,1.0
99329,1.0,0.0,60.09166667,1.0
99160,1.0,0.0,,1.0
10009,1.0,1.0,71.49344109,0.5
98231,1.0,0.0,,1.0
33323,1.0,0.0,74.17585878,1.0
32504,1.0,0.0,59.35255009,1.0
32578,1.0,0.0,70.7344473,1.0
32789,1.0,0.0,172.8616611,1.0
32808,1.0,0.0,23.83484368,1.0
32828,1.0,0.0,58.65643341,1.0
32904,1.0,0.0,55.62568065,1.0
32955,1.0,0.0,61.03176471,1.0
33018,1.0,0.0,35.46597492,1.0
33027,1.0,0.0,61.89742287,1.0
33065,1.0,0.0,41.71550781,1.0
33146,1.0,0.0,220.5634888,1.0
33308,1.0,0.0,121.9840025,1.0
33401,1.0,0.0,105.6087869,1.0
65571,1.0,0.0,32.83670886,1.0
33496,1.0,0.0,264.2348273,1.0
33544,1.0,0.0,65.76717124,1.0
33608,1.0,0.0,,1.0
33610,1.0,0.0,27.04792833,1.0
33611,1.0,0.0,75.86454131,1.0
33619,1.0,0.0,31.94514851,1.0
33647,1.0,0.0,85.55380117,1.0
34203,1.0,0.0,47.0166879,1.0
34242,1.0,0.0,249.0434673,1.0
34606,1.0,0.0,37.99199648,1.0
34747,1.0,0.0,74.28672377,1.0
34984,1.0,0.0,51.36346154,1.0
32266,1.0,0.0,77.43875969,1.0
32259,1.0,0.0,95.47968504,1.0
32258,1.0,0.0,65.28717222,1.0
32256,1.0,0.0,69.86303134,1.0
2886,1.0,0.0,62.37708609,1.0
2909,1.0,0.0,27.17438238,1.0
29172,1.0,0.0,37.67286064,1.0
29206,1.0,0.0,86.49727372,1.0
29410,1.0,0.0,49.91985731,1.0
29420,1.0,0.0,48.38254122,1.0
29483,1.0,0.0,48.80992272,1.0
29544,1.0,0.0,38.19402985,1.0
29909,1.0,0.0,86.63052632,1.0
30041,1.0,0.0,98.23639576,1.0
30096,1.0,0.0,47.3445635,1.0
30316,1.0,0.0,48.02931143,1.0
30809,1.0,0.0,82.34719455,1.0
30813,1.0,0.0,52.25274289,1.0
31098,1.0,0.0,37.56666667,1.0
31316,1.0,0.0,38.65789474,1.0
31558,1.0,0.0,49.48273381,1.0
31907,1.0,0.0,33.24461655,1.0
32065,1.0,0.0,53.06169052,1.0
32068,1.0,0.0,47.24510942,1.0
32081,1.0,0.0,108.4913924,1.0
32207,1.0,0.0,63.41753086,1.0
32210,1.0,0.0,48.97333333,1.0
32233,1.0,0.0,67.61263158,1.0
32250,1.0,0.0,79.40912095,1.0
35007,1.0,0.0,53.68707256,1.0
35022,1.0,0.0,54.40769231,1.0
35758,1.0,0.0,84.29753695,1.0
53213,1.0,0.0,75.02661765,1.0
53593,1.0,0.0,107.6694622,1.0
54660,1.0,0.0,47.09427083,1.0
55401,1.0,0.0,111.9003442,1.0
55414,1.0,0.0,55.10072029,1.0
57717,1.0,0.0,44.98759894,1.0
60016,1.0,0.0,51.76800252,1.0
60047,1.0,0.0,147.4926441,1.0
60077,1.0,0.0,60.23844461,1.0
60089,1.0,0.0,89.55604244,1.0
6010,1.0,0.0,54.54367131,1.0
60107,1.0,0.0,53.3503809,1.0
60134,1.0,0.0,107.775811,1.0
60532,1.0,0.0,81.24975945,1.0
60611,1.0,0.0,340.9029137,1.0
60616,1.0,0.0,53.88031826,1.0
60659,1.0,0.0,44.88494562,1.0
62225,1.0,0.0,48.86734694,1.0
62281,1.0,0.0,74.00847458,1.0
63021,1.0,0.0,80.23028144,1.0
63139,1.0,0.0,46.69404666,1.0
6335,1.0,0.0,72.71575758,1.0
6360,1.0,0.0,45.12169972,1.0
6371,1.0,0.0,127.4186,1.0
64118,1.0,0.0,45.95701537,1.0
64152,1.0,0.0,98.53896714,1.0
53217,1.0,0.0,154.7429348,1.0
52639,1.0,0.0,44.04157303,1.0
36113,1.0,0.0,58.75151515,1.0
51040,1.0,0.0,52.40382166,1.0
36303,1.0,0.0,51.4555724,1.0
36362,1.0,0.0,43.56571429,1.0
37027,1.0,0.0,159.2730769,1.0
37207,1.0,0.0,29.72912676,1.0
38002,1.0,0.0,76.55423536,1.0
3804,1.0,0.0,,1.0
38105,1.0,0.0,23.88871595,1.0
38119,1.0,0.0,78.31401709,1.0
39532,1.0,0.0,49.27615635,1.0
40026,1.0,0.0,108.4350394,1.0
40162,1.0,0.0,51.45884615,1.0
40207,1.0,0.0,100.4547486,1.0
40214,1.0,0.0,37.22038391,1.0
40503,1.0,0.0,55.28532934,1.0
4062,1.0,0.0,56.61976608,1.0
44103,1.0,0.0,24.63,1.0
4412,1.0,0.0,53.66694915,1.0
44256,1.0,0.0,70.87607518,1.0
45243,1.0,0.0,230.2514877,1.0
45434,1.0,0.0,86.79557377,1.0
45458,1.0,0.0,91.5481203,1.0
46240,1.0,0.0,91.48046595,1.0
46802,1.0,0.0,33.78907363,1.0
46818,1.0,0.0,50.19162946,1.0
48103,1.0,0.0,89.97493569,1.0
28804,1.0,0.0,75.81775326,1.0
2871,1.0,0.0,83.53511706,1.0
28540,1.0,0.0,41.6561624,1.0
20603,1.0,0.0,72.90327983,1.0
20715,1.0,0.0,73.71227134,1.0
20723,1.0,0.0,80.73141914,1.0
20736,1.0,0.0,90.49318182,1.0
20744,1.0,0.0,62.26611483,1.0
20772,1.0,0.0,73.43778761,1.0
20814,1.0,0.0,165.9845461,1.0
20874,1.0,0.0,66.71500504,1.0
21005,1.0,0.0,64.1,1.0
21010,1.0,0.0,,1.0
21012,1.0,0.0,108.4113402,1.0
21037,1.0,0.0,94.59614299,1.0
21042,1.0,0.0,135.9305085,1.0
21076,1.0,0.0,80.86388889,1.0
21078,1.0,0.0,68.01858407,1.0
21114,1.0,0.0,84.59864757,1.0
21157,1.0,0.0,64.87337444,1.0
21224,1.0,0.0,45.52147651,1.0
2136,1.0,0.0,45.70352073,1.0
21401,1.0,0.0,93.46765692,1.0
21409,1.0,0.0,101.6008105,1.0
21701,1.0,0.0,68.67945652,1.0
21702,1.0,0.0,65.49021898,1.0
21769,1.0,0.0,90.89035714,1.0
22003,1.0,0.0,77.5943734,1.0
22026,1.0,0.0,55.89757412,1.0
20653,1.0,0.0,60.10834132,1.0
20602,1.0,0.0,54.48487461,1.0
22046,1.0,0.0,127.2988984,1.0
20169,1.0,0.0,124.2369822,1.0
10029,1.0,0.0,49.97623907,1.0
1030,1.0,0.0,58.40427632,1.0
10996,1.0,0.0,62.9544,1.0
11021,1.0,0.0,160.1651238,1.0
11746,1.0,0.0,92.25788369,1.0
12833,1.0,0.0,66.69147982,1.0
12866,1.0,0.0,166.753838,1.0
13090,1.0,0.0,58.39072633,1.0
13602,1.0,0.0,,1.0
14092,1.0,0.0,72.46003521,1.0
15071,1.0,0.0,67.36393443,1.0
15074,1.0,0.0,41.71845494,1.0
15203,1.0,0.0,55.83188976,1.0
15222,1.0,0.0,145.3610294,1.0
16828,1.0,0.0,57.21834862,1.0
17268,1.0,0.0,49.44869376,1.0
1803,1.0,0.0,84.27591015,1.0
18940,1.0,0.0,155.1360571,1.0
19053,1.0,0.0,65.67188612,1.0
20001,1.0,0.0,70.8724571,1.0
20015,1.0,0.0,192.2611825,1.0
20112,1.0,0.0,99.56835341,1.0
20148,1.0,0.0,141.4414348,1.0
20152,1.0,0.0,120.965712,1.0
20166,1.0,0.0,77.03529412,1.0
22041,1.0,0.0,64.05796325,1.0
22060,1.0,0.0,65.22492754,1.0
2842,1.0,0.0,63.85955189,1.0
23502,1.0,0.0,40.86653226,1.0
23518,1.0,0.0,47.27082759,1.0
23661,1.0,0.0,40.64196018,1.0
23690,1.0,0.0,47.4292517,1.0
23691,1.0,0.0,24.04444444,1.0
23831,1.0,0.0,57.79421146,1.0
23836,1.0,0.0,72.7985124,1.0
23875,1.0,0.0,53.0302583,1.0
2453,1.0,0.0,59.11142256,1.0
2467,1.0,0.0,299.2734908,1.0
2468,1.0,0.0,277.9319703,1.0
2631,1.0,0.0,65.68320463,1.0
27332,1.0,0.0,47.49057377,1.0
27519,1.0,0.0,113.5290338,1.0
27540,1.0,0.0,82.23347826,1.0
27863,1.0,0.0,44.68082192,1.0
27958,1.0,0.0,59.56448802,1.0
2827,1.0,0.0,64.3920354,1.0
28303,1.0,0.0,50.12487491,1.0
28306,1.0,0.0,47.6228555,1.0
28307,1.0,0.0,36.4919708,1.0
28315,1.0,0.0,41.16578947,1.0
28323,1.0,0.0,45.04645161,1.0
28357,1.0,0.0,35.09098361,1.0
28376,1.0,0.0,41.08994482,1.0
28394,1.0,0.0,56.87863636,1.0
23503,1.0,0.0,40.47758856,1.0
23462,1.0,0.0,43.85004812,1.0
22079,1.0,0.0,84.94265372,1.0
23456,1.0,0.0,73.23261477,1.0
22101,1.0,0.0,309.0959273,1.0
22153,1.0,0.0,95.22764823,1.0
22193,1.0,0.0,61.37316207,1.0
22203,1.0,0.0,89.01251944,1.0
22301,1.0,0.0,140.69584,1.0
22303,1.0,0.0,69.18385965,1.0
22304,1.0,0.0,77.53552941,1.0
22305,1.0,0.0,75.75006105,1.0
22309,1.0,0.0,72.04857313,1.0
22311,1.0,0.0,59.98346535,1.0
22312,1.0,0.0,63.92665824,1.0
22405,1.0,0.0,71.60936599,1.0
22554,1.0,0.0,77.85183181,1.0
22556,1.0,0.0,75.65721352,1.0
22801,1.0,0.0,54.11382353,1.0
22901,1.0,0.0,89.91036514,1.0
22923,1.0,0.0,62.56294821,1.0
23168,1.0,0.0,71.21878453,1.0
23185,1.0,0.0,82.57581852,1.0
23238,1.0,0.0,98.82659409,1.0
23320,1.0,0.0,58.44080815,1.0
23321,1.0,0.0,61.95948068,1.0
23434,1.0,0.0,50.27801318,1.0
23452,1.0,0.0,59.18497942,1.0
23453,1.0,0.0,46.78274416,1.0
65473,1.0,0.0,36.03284133,1.0
64093,1.0,0.0,47.41412104,1.0
65583,1.0,0.0,46.92037383,1.0
93950,1.0,0.0,73.06511628,1.0
92646,1.0,0.0,82.58170122,1.0
92648,1.0,0.0,108.6019122,1.0
92677,1.0,0.0,113.0035065,1.0
92679,1.0,0.0,171.763354,1.0
92694,1.0,0.0,148.7057203,1.0
92782,1.0,0.0,117.2271392,1.0
92801,1.0,0.0,36.58342562,1.0
92844,1.0,0.0,35.65411765,1.0
93012,1.0,0.0,97.86345209,1.0
93523,1.0,0.0,56.79043478,1.0
93933,1.0,0.0,47.18605341,1.0
93940,1.0,0.0,85.0647017,1.0
94040,1.0,0.0,144.4768107,1.0
91016,1.0,0.0,63.48661044,1.0
94041,1.0,0.0,149.7234899,1.0
94043,1.0,0.0,123.0078052,1.0
94063,1.0,0.0,53.72903673,1.0
94066,1.0,0.0,72.54337778,1.0
94087,1.0,0.0,142.6772872,1.0
94089,1.0,0.0,80.58850788,1.0
94115,1.0,0.0,182.6021108,1.0
94131,1.0,0.0,142.0111746,1.0
94132,1.0,0.0,70.26979247,1.0
94159,1.0,0.0,,1.0
94303,1.0,0.0,130.6941288,1.0
94510,1.0,0.0,87.30650759,1.0
92629,1.0,0.0,106.624679,1.0
92614,1.0,0.0,104.0409765,1.0
92595,1.0,0.0,51.27925094,1.0
92591,1.0,0.0,63.27112299,1.0
91360,1.0,0.0,80.04778107,1.0
92020,1.0,0.0,50.50272727,1.0
66043,1.0,0.0,60.40311751,1.0
92028,1.0,0.0,63.86453831,1.0
92037,1.0,0.0,222.0804905,1.0
92040,1.0,0.0,56.75963824,1.0
92056,1.0,0.0,57.64133229,1.0
92065,1.0,0.0,69.23770795,1.0
92078,1.0,0.0,78.30256281,1.0
92102,1.0,0.0,35.09659508,1.0
92105,1.0,0.0,29.43536542,1.0
92107,1.0,0.0,72.38657807,1.0
92110,1.0,0.0,63.44095912,1.0
92118,1.0,0.0,113.2040994,1.0
92119,1.0,0.0,69.91794425,1.0
92178,1.0,0.0,,1.0
92225,1.0,0.0,41.6406308,1.0
92234,1.0,0.0,38.45417066,1.0
92241,1.0,0.0,33.00281124,1.0
92262,1.0,0.0,57.8226087,1.0
92311,1.0,0.0,40.06405975,1.0
92342,1.0,0.0,57.69962406,1.0
92557,1.0,0.0,44.31567235,1.0
92562,1.0,0.0,69.73561221,1.0
92563,1.0,0.0,60.35429385,1.0
94560,1.0,0.0,65.32605769,1.0
94565,1.0,0.0,46.07951496,1.0
94568,1.0,0.0,113.5580631,1.0
96929,1.0,0.0,,1.0
97024,1.0,0.0,49.34810127,1.0
97042,1.0,0.0,63.80984848,1.0
97060,1.0,0.0,50.47686567,1.0
97080,1.0,0.0,56.22730228,1.0
97089,1.0,0.0,71.93962963,1.0
97123,1.0,0.0,58.5173399,1.0
97138,1.0,0.0,45.99589633,1.0
97202,1.0,0.0,65.77229564,1.0
97208,1.0,0.0,,1.0
97213,1.0,0.0,61.09641735,1.0
97220,1.0,0.0,40.18619154,1.0
97229,1.0,0.0,118.3684652,1.0
97230,1.0,0.0,44.1894198,1.0
97239,1.0,0.0,111.2180442,1.0
97267,1.0,0.0,56.38509615,1.0
97304,1.0,0.0,64.07046632,1.0
97330,1.0,0.0,64.74239816,1.0
97702,1.0,0.0,63.6653944,1.0
97862,1.0,0.0,39.44672686,1.0
10025,1.0,0.0,130.9926623,1.0
98064,1.0,0.0,,1.0
98127,1.0,0.0,,1.0
98160,1.0,0.0,,1.0
98164,1.0,13.0,201.4090909,0.07142857142857142
98195,1.0,5.0,,0.16666666666666666
97015,1.0,0.0,56.43317669,1.0
96779,1.0,0.0,69.66502463,1.0
94590,1.0,0.0,40.59032258,1.0
96753,1.0,0.0,57.47347418,1.0
94596,1.0,0.0,126.4021071,1.0
94611,1.0,0.0,161.7445098,1.0
94707,1.0,0.0,158.6429204,1.0
94939,1.0,0.0,195.9321429,1.0
94947,1.0,0.0,89.4370339,1.0
95008,1.0,0.0,97.91330435,1.0
95014,1.0,0.0,177.1722266,1.0
95070,1.0,0.0,272.949193,1.0
95112,1.0,0.0,54.69847393,1.0
95117,1.0,0.0,68.68067597,1.0
95131,1.0,0.0,85.99045584,1.0
95133,1.0,0.0,62.43972268,1.0
95134,1.0,0.0,110.0271556,1.0
95138,1.0,0.0,165.7545564,1.0
95330,1.0,0.0,49.97808383,1.0
95382,1.0,0.0,60.61779603,1.0
95391,1.0,0.0,91.07775551,1.0
95446,1.0,0.0,48.0508547,1.0
95661,1.0,0.0,77.90465444,1.0
95670,1.0,0.0,55.1495645,1.0
95687,1.0,0.0,60.52762917,1.0
95688,1.0,0.0,73.81281422,1.0
95757,1.0,0.0,72.9715038,1.0
95833,1.0,0.0,46.31958702,1.0
95903,1.0,0.0,34.56790123,1.0
91307,1.0,0.0,96.76672459,1.0
92027,1.0,0.0,49.627719,1.0
91006,1.0,0.0,102.5900208,1.0
78046,1.0,0.0,27.39696725,1.0
78222,1.0,0.0,38.29844617,1.0
78244,1.0,0.0,38.84127325,1.0
78413,1.0,0.0,63.39194013,1.0
78634,1.0,0.0,54.04145161,1.0
78704,1.0,0.0,75.286953,1.0
78717,1.0,0.0,94.1005668,1.0
7874,1.0,0.0,67.28115632,1.0
79908,1.0,0.0,43.86341463,1.0
79912,1.0,0.0,66.8728465,1.0
79934,1.0,0.0,48.10306122,1.0
79938,1.0,0.0,41.44212877,1.0
80104,1.0,0.0,79.91718412,1.0
80125,1.0,0.0,103.7900634,1.0
80132,1.0,0.0,97.61095101,1.0
80206,1.0,0.0,136.5439146,1.0
80209,1.0,0.0,141.8822072,1.0
80504,1.0,0.0,74.17868132,1.0
80547,1.0,0.0,140.7970297,1.0
80550,1.0,0.0,85.58206474,1.0
80902,1.0,0.0,32.06569767,1.0
80913,1.0,0.0,,1.0
80917,1.0,0.0,44.93089489,1.0
80920,1.0,0.0,74.08961494,1.0
90720,1.0,0.0,97.89797794,1.0
82001,1.0,0.0,49.17288136,1.0
78109,1.0,0.0,43.28649635,1.0
77573,1.0,0.0,87.75293113,1.0
8234,1.0,0.0,55.57935572,1.0
77521,1.0,0.0,56.88207993,1.0
66502,1.0,0.0,47.07577566,1.0
68022,1.0,0.0,114.5297619,1.0
68046,1.0,0.0,73.0840981,1.0
6830,1.0,0.0,621.6597738,1.0
70056,1.0,0.0,47.18191244,1.0
7042,1.0,0.0,132.1318631,1.0
70586,1.0,0.0,46.58353254,1.0
71115,1.0,0.0,78.34561151,1.0
72712,1.0,0.0,183.6640153,1.0
72714,1.0,0.0,68.14631957,1.0
73064,1.0,0.0,66.67253177,1.0
73071,1.0,0.0,48.8847539,1.0
75006,1.0,0.0,48.39471441,1.0
75024,1.0,0.0,119.030324,1.0
75165,1.0,0.0,52.48465942,1.0
75208,1.0,0.0,54.68291971,1.0
75407,1.0,0.0,45.5978979,1.0
76092,1.0,0.0,254.1138867,1.0
76504,1.0,0.0,35.08637275,1.0
76513,1.0,0.0,59.22956746,1.0
76549,1.0,0.0,37.65044019,1.0
76906,1.0,0.0,,1.0
77002,1.0,0.0,411.2546798,1.0
77057,1.0,0.0,120.7099543,1.0
77441,1.0,0.0,172.6349794,1.0
82009,1.0,0.0,75.42302071,1.0
80927,1.0,0.0,71.21463415,1.0
83202,1.0,0.0,45.50146341,1.0
87120,1.0,0.0,56.11338235,1.0
83353,1.0,0.0,,1.0
88330,1.0,0.0,34.94932432,1.0
89012,1.0,0.0,93.42867746,1.0
89032,1.0,0.0,38.14810924,1.0
89060,1.0,0.0,43.00567568,1.0
89084,1.0,0.0,60.38272059,1.0
89085,1.0,0.0,65.796,1.0
89113,1.0,0.0,72.7226209,1.0
89119,1.0,0.0,35.01939252,1.0
89129,1.0,0.0,60.622875,1.0
89130,1.0,0.0,53.59653595,1.0
89144,1.0,0.0,117.8925,1.0
89146,1.0,0.0,47.36514477,1.0
89148,1.0,0.0,59.6788252,1.0
89406,1.0,0.0,47.87254306,1.0
89441,1.0,0.0,70.94085028,1.0
89449,1.0,0.0,,1.0
89502,1.0,0.0,36.55462428,1.0
90005,1.0,0.0,45.82112767,1.0
90232,1.0,0.0,78.4563981,1.0
90242,1.0,0.0,43.15875339,1.0
90250,1.0,0.0,40.80106257,1.0
90504,1.0,0.0,60.66023284,1.0
90620,1.0,0.0,54.28773804,1.0
90717,1.0,0.0,55.09803729,1.0
88011,1.0,0.0,65.46236392,1.0
99517,1.0,0.0,71.62195122,1.0
85750,1.0,0.0,114.3941126,1.0
85255,1.0,0.0,190.9016199,1.0
83642,1.0,0.0,63.5158202,1.0
83702,1.0,0.0,96.82684932,1.0
83814,1.0,0.0,55.22463768,1.0
83854,1.0,0.0,47.45084643,1.0
84118,1.0,0.0,37.83994236,1.0
84790,1.0,0.0,63.18096774,1.0
85016,1.0,0.0,81.84773379,1.0
85053,1.0,0.0,41.55179526,1.0
85138,1.0,0.0,53.46239113,1.0
85254,1.0,0.0,94.8059034,1.0
85119,1.0,0.0,47.60256082,1.0
85339,1.0,0.0,48.02907887,1.0
85364,1.0,0.0,42.11288921,1.0
85379,1.0,0.0,54.44795107,1.0
85396,1.0,0.0,74.9364532,1.0
85613,1.0,0.0,38.43623188,1.0
85629,1.0,0.0,59.84113614,1.0
85263,1.0,0.0,137.152381,1.0
85648,1.0,0.0,41.85828877,1.0
98824,0.0,1.0,,0.0
98430,0.0,6.0,,0.0
99258,0.0,6.0,,0.0
99164,0.0,2.0,,0.0
98207,0.0,4.0,,0.0
98154,0.0,2.0,,0.0
99260,0.0,1.0,,0.0
98114,0.0,4.0,,0.0
98397,0.0,1.0,,0.0
98852,0.0,1.0,,0.0
99153,0.0,1.0,44.01052632,0.0
98505,0.0,1.0,,0.0
98447,0.0,3.0,,0.0
99252,0.0,1.0,,0.0
9919,0.0,1.0,,0.0
98511,0.0,1.0,,0.0
